Longitude (x),Latitude (y),Nom de la Station,ID climatologique,Date/Heure,Année,Mois,Temp max.moy.(°C),Temp max. moy. Indicateur,Temp min.moy.(°C),Temp min. moy. Indicateur,Temp moy.(°C),Temp moy. Indicateur,Temp max.ext.(°C),Temp max. ext. Indicateur,Temp min.ext.(°C),Temp min. ext. Indicateur,Pluie tot. (mm),Pluie tot. Indicateur,Neige tot. (cm),Neige tot. Indicateur,Précip. tot. (mm),Précip. tot. Indicateur,Neige au sol. dernier jour (cm),Neige au sol. dernier jour Indicateur,Dir. raf. max. (10's deg),Dir. raf. max. Indicateur,Vit. raf. max. (km/h),Vit. raf. max. Indicateur
-71.9,45.4,SHERBROOKE,7028120,1952-12,1952,12,-0.5,,-8.7,,-4.6,,8.9,,-27.2,,33.3,,54.1,,87.4,,20,,,,,
-71.9,45.4,SHERBROOKE,7028120,1953-01,1953,1,-0.1,,-11.2,,-5.7,,10,,-26.1,,32,,57.7,,89.7,,10,,,,,
-71.9,45.4,SHERBROOKE,7028120,1953-02,1953,2,-1.8,,-10.3,,-6.1,,12.2,,-23.3,,15.7,,39.4,,55.1,,5,,,,,
-71.9,45.4,SHERBROOKE,7028120,1953-03,1953,3,3.7,,-5,,-0.7,,16.7,,-22.8,,51.3,,22.1,,73.4,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1953-04,1953,4,10.4,,1.6,,6,,17.2,,-4.4,,61.5,,0,T,61.5,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1953-05,1953,5,19.3,,6.9,,13.1,,31.1,,-1.1,,91.2,,0,,91.2,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1953-06,1953,6,24.2,,11.9,,18.1,,31.1,,3.3,,100.6,,0,,100.6,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1953-07,1953,7,25.3,,14.5,,19.9,,34.4,,7.2,,129.3,,0,,129.3,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1953-08,1953,8,24.3,,12.3,,18.3,,32.2,,4.4,,52.1,,0,,52.1,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1953-09,1953,9,19.7,,8.7,,14.2,,30.6,,-2.2,,61.7,,0,,61.7,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1953-10,1953,10,15.3,,2.6,,9,,26.1,,-3.9,,73.9,,0,,73.9,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1953-11,1953,11,8.4,,0.9,,4.7,,20.6,,-10.6,,35.8,,0.3,,36.1,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1953-12,1953,12,1.5,,-6.4,,-2.5,,10.6,,-20.6,,65,,27.4,,92.5,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1954-01,1954,1,-6.8,,-17.4,,-12.1,,7.2,,-31.1,,18.3,,99.1,,117.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1954-02,1954,2,0.3,,-9.8,,-4.8,,12.2,,-28.3,,24.4,,67.1,,91.4,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1954-03,1954,3,1.2,,-7.1,,-3,,14.4,,-13.3,,24.6,,43.2,,67.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1954-04,1954,4,9.9,,-0.6,,4.7,,26.7,,-16.1,,76.5,,18.5,,95,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1954-05,1954,5,15.6,,6.2,,10.9,,25.6,,-0.6,,96.8,,0,T,96.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1954-06,1954,6,22.3,,12.3,,17.3,,31.7,,5,S,184.7,,0,,184.7,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1954-07,1954,7,23.3,,13.4,,18.4,,28.9,,8.3,S,49.3,,0,,49.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1954-08,1954,8,21.9,,11.8,,16.9,,29.4,,3.9,,86.9,,0,,86.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1954-09,1954,9,16.8,,8.9,,12.9,,23.9,S,2.2,,134.4,,0,,134.4,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1954-10,1954,10,13.6,,5.8,,9.7,,26.1,,-1.1,S,134.9,,0,,134.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1954-11,1954,11,5.7,,-1,,2.4,,17.2,,-8.3,,57.4,,11.4,,68.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1954-12,1954,12,-2.6,,-9.4,,-6,,6.1,,-16.7,S,32.5,,73.9,,106.4,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1955-01,1955,1,-7.3,,-14.7,,-11,,2.2,,-26.1,,4.8,,35.8,,40.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1955-02,1955,2,-2.7,,-12.6,,-7.7,,10,,-32.2,,29.7,,32.3,,62,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1955-03,1955,3,0.3,,-7.8,,-3.8,,10,,-16.1,,45.5,,64.8,,110.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1955-04,1955,4,11.4,,1.5,,6.5,,20.6,,-6.1,,50.8,,0.8,,51.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1955-05,1955,5,20.1,,8.9,,14.5,,28.9,,2.2,S,75.9,,0,,75.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1955-06,1955,6,24.2,,12.7,,18.5,,31.7,,6.7,,56.6,,0,,56.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1955-07,1955,7,28.5,,16.1,,22.3,,34.4,,8.3,,61.7,,0,,61.7,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1955-08,1955,8,26,,15.7,,20.9,,33.3,,6.1,,137.4,,0,,137.4,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1955-09,1955,9,18.6,,8.3,,13.5,,28.9,,-0.6,,48.3,,0,,48.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1955-10,1955,10,12.9,,4.2,,8.6,,21.7,S,-3.9,,51.3,,0.8,,52.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1955-11,1955,11,3.4,,-2.4,,0.5,,12.8,,-11.7,,34.8,,23.1,,57.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1955-12,1955,12,-7.3,,-15.4,,-11.4,,1.1,S,-31.7,,0,T,52.3,,52.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1956-01,1956,1,-3.8,,-10.7,,-7.3,,6.7,,-30,,6.4,,38.4,,44.7,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1956-02,1956,2,-2.5,,-12.2,,-7.4,,6.1,,-27.2,,5.8,,49.3,,55.1,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1956-03,1956,3,-0.8,,-10.6,,-5.7,,6.7,,-21.7,,0.5,,60.2,,60.7,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1956-04,1956,4,8.3,,-0.3,,4,,13.9,,-6.7,,68.1,,0,T,68.1,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1956-05,1956,5,14.2,,3.6,,8.9,,26.1,,-5,,64.3,,0,T,64.3,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1956-06,1956,6,22.4,,12.6,,17.5,,32.8,,2.8,,40.6,,0,,40.6,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1956-07,1956,7,23.1,,13.6,,18.4,,27.8,,8.9,S,76.7,,0,,76.7,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1956-08,1956,8,23.1,,12.6,,17.9,,30,,5.6,,87.6,,0,,87.6,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1956-09,1956,9,17.3,,7.2,,12.3,,27.2,,-1.7,,69.6,,0,,69.6,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1956-10,1956,10,14.3,,2.8,,8.6,,24.4,,-5,,50.8,,0.5,,51.3,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1956-11,1956,11,6.3,,-2.2,,2.1,,17.8,,-15.6,,30,,32.8,,62.7,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1956-12,1956,12,-0.7,,-9.6,,-5.2,,9.4,,-23.3,S,10.2,,42.9,,53.1,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1957-01,1957,1,-7.5,,-18.3,,-12.9,,11.7,,-36.1,,16.5,,44.2,,60.7,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1957-02,1957,2,-1.7,,-11.4,,-6.6,,7.2,,-27.2,,19.8,,41.7,,61.5,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1957-03,1957,3,3.3,,-5.5,,-1.1,,15,,-13.9,S,16.3,,6.4,,22.6,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1957-04,1957,4,11.2,,1.1,,6.2,,23.9,,-7.8,S,46,,5.1,,51.1,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1957-05,1957,5,17.1,,6.2,,11.7,,26.1,,-1.1,,61.2,,0,T,61.2,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1957-06,1957,6,24.8,,13.3,,19.1,,32.2,,3.3,,104.6,,0,,104.6,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1957-07,1957,7,23.9,,13.8,,18.9,,30,,8.9,,101.9,,0,,101.9,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1957-08,1957,8,22.5,,11.4,,17,,28.9,,3.3,,42.9,,0,,42.9,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1957-09,1957,9,20.6,,10.6,,15.6,,28.3,S,1.1,,117.1,,0,T,117.1,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1957-10,1957,10,13.1,,3.9,,8.5,,22.2,S,-3.3,,46.2,,0,,46.2,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1957-11,1957,11,7,,0.1,,3.6,,16.1,,-16.1,,67.6,,5.3,,72.9,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1957-12,1957,12,1.1,,-7.6,,-3.3,,12.2,,-17.2,S,69.6,,50,,119.6,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-01,1958,1,-3.3,,-11.1,,-7.2,,5.6,,-25.6,,8.9,,67.1,,75.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-02,1958,2,-6.6,,-15,,-10.8,,6.1,,-30,,0,,67.1,,67.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-03,1958,3,3.8,,-2.8,,0.5,,10.6,,-9.4,,10.7,,29.7,,40.4,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-04,1958,4,12.4,,1.6,,7,,24.4,,-4.4,S,52.6,,5.1,,57.7,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-05,1958,5,15.7,,4.9,,10.3,,27.2,,-2.8,,38.9,,0,T,38.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-06,1958,6,19.7,,8.9,,14.3,,26.7,,0.6,,72.9,,0,,72.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-07,1958,7,24.6,,14.6,,19.6,,30,,7.8,,136.4,,0,,136.4,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-08,1958,8,24.5,,13.7,,19.1,,31.1,,6.7,,95.8,,0,,95.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-09,1958,9,18.6,,9.5,,14.1,,26.7,,3.3,,77,,0,,77,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-10,1958,10,12,,3.3,,7.7,,24.4,S,-3.9,,86.9,,0,T,86.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-11,1958,11,5.4,,-1.3,,2.1,,15,,-15.6,,19.3,,24.4,,43.7,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1958-12,1958,12,-7.6,E,-17.2,,-12.4,E,,M,-30,,1.3,,48.3,,49.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1959-01,1959,1,-5.8,,-14.2,,-10,,9.4,,-30,,20.3,,81.5,,101.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1959-02,1959,2,-5.3,,-16.7,,-11,,5.6,,-31.7,,8.9,,51.8,,60.7,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1959-03,1959,3,0.9,,-8.9,,-4,,10.6,,-20.6,,3.8,,42.4,,46.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1959-04,1959,4,10.8,,0.6,,5.7,,20,,-6.1,,43.2,,0,,43.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1959-05,1959,5,20.3,,8,,14.2,,29.4,,-1.1,,36.1,,0,,36.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1959-06,1959,6,22.1,,12.7,,17.4,,31.7,,7.2,,91.2,,0,,91.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1959-07,1959,7,28.4,,15.9,,22.2,,35,,7.2,,18.5,,0,,18.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1959-08,1959,8,25.7,,16.1,,20.9,,31.7,,5,,129,,0,,129,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1959-09,1959,9,21.4,,11.8,,16.6,,29.4,S,1.7,S,39.1,,0,,39.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1959-10,1959,10,12,,4,,8,,23.3,,-7.2,,106.4,,5.1,,111.5,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1959-11,1959,11,5.1,,-2.5,,1.3,,18.3,S,-12.2,,136.1,,27.7,,163.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1959-12,1959,12,-1.9,,-7.8,,-4.9,,8.9,,-21.1,,20.6,,49.3,,69.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1960-01,1960,1,-5.7,,-14.5,,-10.1,,3.3,,-32.2,,14.7,,58.4,,73.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1960-02,1960,2,-1,,-8.2,,-4.6,,7.2,,-16.7,,5.8,,62.7,,68.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1960-03,1960,3,-0.7,,-7.9,,-4.3,,14.4,,-19.4,,17.5,,38.4,,55.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1960-04,1960,4,10.7,,1.1,,5.9,,23.9,,-6.1,,59.2,,6.1,,65.3,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1960-05,1960,5,21.4,,10,,15.7,,28.3,S,2.2,,91.9,,0,,91.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1960-06,1960,6,23.1,,12.4,,17.8,,28.9,S,3.3,,115.8,,0,,115.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1960-07,1960,7,24.1,,14.1,,19.1,,29.4,S,7.2,,132.1,,0,,132.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1960-08,1960,8,24.9,,12.2,,18.6,,31.1,,4.4,,25.4,,0,,25.4,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1960-09,1960,9,19.4,,10.1,,14.8,,30.6,S,0.6,S,107.7,,0,,107.7,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1960-10,1960,10,11.9,,2.7,,7.3,,17.8,S,-2.8,,75.2,,0,,75.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1960-11,1960,11,7.1,,0.9,,4,,15.6,,-5,,37.8,,7.9,,45.7,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1960-12,1960,12,-2.8,,-11.6,,-7.2,,12.2,,-23.9,,17.8,,43.2,,61,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-01,1961,1,-8.2,,-18.1,,-13.2,,5.6,,-26.1,,0,,37.8,,37.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-02,1961,2,-1.7,,-12.6,,-7.2,,10.6,,-28.9,,61,,6.6,,67.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-03,1961,3,1.4,,-7.6,,-3.1,,16.7,,-19.4,S,23.9,,43.2,,67.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-04,1961,4,8.4,,0.9,,4.7,,18.3,,-3.9,,87.4,,31.8,,119.1,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-05,1961,5,16.4,,5.6,,11,,31.1,,-1.1,S,76.5,,28.2,,104.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-06,1961,6,22.6,,11.9,,17.3,,30,,2.2,,136.9,,0,,136.9,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-07,1961,7,25.1,,15.1,,20.1,,31.7,,10.6,S,130.6,,0,,130.6,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-08,1961,8,23.8,,14.3,,19.1,,31.1,,5,,94.2,,0,,94.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-09,1961,9,23.5,,13.4,,18.5,,30,S,1.1,S,43.2,,0,,43.2,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-10,1961,10,14.7,,5.4,,10.1,,23.3,S,-2.8,,47.8,,0,,47.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-11,1961,11,5.8,,-0.6,,2.6,,16.7,,-7.8,,29.5,,50.3,,79.8,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1961-12,1961,12,-1.6,,-7.1,,-4.4,,8.3,,-17.2,,24.4,,49,,73.4,,,,,,,
-71.9,45.4,SHERBROOKE,7028120,1962-01,1962,1,-4.9,,-15.6,,-10.3,,7.8,,-26.7,S,29.7,,38.1,,67.8,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1962-02,1962,2,-5.5,,-16.2,,-10.9,,9.4,,-33.3,,18.8,,64,,82.8,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1962-03,1962,3,3.6,,-5.8,,-1.1,,21.1,,-20,,6.9,,45.5,,52.3,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1962-04,1962,4,9.3,,0.4,,4.9,,28.3,,-9.4,,88.1,,29.5,,117.6,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1962-05,1962,5,18.1,,7.4,,12.8,,31.1,S,-1.1,S,59.7,,0,T,59.7,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1962-06,1962,6,24.2,,11.8,,18,,30.6,,5,,73.9,,0,,73.9,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1962-07,1962,7,23.1,,12.4,,17.8,,29.4,,4.4,,98.3,,0,,98.3,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1962-08,1962,8,23.9,,13.8,,18.9,,29.4,,8.3,,82.8,,0,,82.8,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1962-09,1962,9,17.8,,8.7,,13.3,,27.2,,-0.6,,56.6,,0,,56.6,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1962-10,1962,10,11.6,,4.2,,7.9,,21.7,,-3.3,,150.9,,26.2,,177,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1962-11,1962,11,3.5,,-3.8,,-0.2,,11.1,,-12.2,,39.1,,20.6,,59.7,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1962-12,1962,12,-2.7,,-11.6,,-7.2,,11.7,,-27.8,,1,,153.9,,154.9,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1963-01,1963,1,-5,,-12.6,,-8.8,,5.6,,-27.2,,0,,53.1,,53.1,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1963-02,1963,2,-6.7,,-17.1,,-11.9,,1.1,,-31.1,,0,,94.5,,94.5,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1963-03,1963,3,2,,-8,,-3,,17.2,,-21.1,,22.9,,38.1,,61,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1963-04,1963,4,9.6,,0.1,,4.9,,19.4,,-8.3,,69.1,,7.9,,77,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1963-05,1963,5,17.4,,5.9,,11.7,,25.6,,-1.1,S,50,,18,,68.1,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1963-06,1963,6,24.6,,12.6,,18.6,,32.2,,4.4,,30,,0,,30,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1963-07,1963,7,26.4,,16.1,,21.3,,34.4,,9.4,,99.6,,0,,99.6,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1963-08,1963,8,20.9,,12,,16.5,,27.8,,6.1,S,190.5,,0,,190.5,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1963-09,1963,9,17.6,,5.9,,11.8,,23.9,S,-2.8,,89.2,,0,,89.2,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1963-10,1963,10,17.1,,5.3,,11.2,,25.6,,-5,,14.2,,1.5,,15.7,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1963-11,1963,11,7.6,,0.7,,4.2,,16.1,,-7.8,,83.6,,21.3,,104.9,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1963-12,1963,12,-7.8,,-15.1,,-11.5,,5.6,,-30.6,,,M,,M,,M,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1964-01,1964,1,-1.8,,-10.9,,-6.4,,7.2,,-28.9,,31.8,,29.2,,61,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1964-02,1964,2,-2.8,,-13.3,,-8.1,,2.8,,-26.1,,0,,21.6,,21.6,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1964-03,1964,3,2.7,,-5.6,,-1.5,,13.9,,-15,,31,,56.4,,87.4,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1964-04,1964,4,10.3,,0,,5.2,,22.8,,-12.8,,41.9,,6.4,,48.3,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1964-05,1964,5,20.1,,8.3,,14.2,,31.1,,-0.6,,55.6,,0,,55.6,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1964-06,1964,6,23.2,,10.7,,17,,32.2,,3.3,,46.5,,0,,46.5,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1964-07,1964,7,25.9,,15.8,,20.9,,32.2,,8.9,,97,,0,,97,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1964-08,1964,8,21.3,,11.6,,16.5,,28.3,,6.1,,99.3,,0,,99.3,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1964-09,1964,9,18.4,,7.5,,13,,26.1,S,-0.6,,24.1,,0,,24.1,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1964-10,1964,10,12.1,,2.7,,7.4,,22.8,,-5.6,,67.1,,0,,67.1,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1964-11,1964,11,5,,-2.8,,1.1,,15,,-12.8,,56.1,,9.1,,65.3,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1964-12,1964,12,-1.1,,-8.9,,-5,,16.1,,-17.2,,17.8,,45.2,,63,,5,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-01,1965,1,-5.8,,-16.4,,-11.1,,7.2,,-28.9,,14.2,,46.5,,60.7,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-02,1965,2,-3.8,,-14.3,,-9.1,,6.7,S,-23.9,,4.8,,24.4,,29.2,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-03,1965,3,1.3,,-7.6,,-3.2,,11.1,,-17.8,,0,T,24.4,,24.4,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-04,1965,4,9.1,,-1.2,,4,,18.9,,-10.6,,55.4,E,0.5,,55.9,E,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-05,1965,5,19.1,,7.9,,13.5,,25.6,,-1.1,,34,,0,,34,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-06,1965,6,23.3,,11.1,,17.2,,31.1,,0.6,,32.8,,0,,32.8,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-07,1965,7,23.3,,12.2,,17.8,,27.8,,6.7,S,83.3,,0,,83.3,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-08,1965,8,22.8,,14,,18.4,,31.1,,2.2,,167.1,,0,,167.1,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-09,1965,9,19.7,,9.8,,14.8,,31.1,,-1.1,,104.6,,0,,104.6,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-10,1965,10,11.1,,3.4,,7.3,,24.4,,-6.7,,112,,22.9,,134.9,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-11,1965,11,2.8,,-3.2,,-0.2,,13.3,,-11.1,,46.2,,32,,78.2,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1965-12,1965,12,-0.8,,-7.2,,-4,,11.1,,-19.4,,16.8,,27.4,,44.2,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1966-01,1966,1,-5.2,,-14,,-9.6,,9.4,,-28.3,,0,,81.5,,81.5,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1966-02,1966,2,-3.2,,-12.6,,-7.9,,7.8,S,-30,,14,,57.4,,71.4,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1966-03,1966,3,3.1,,-5.5,,-1.2,,13.9,,-16.1,,30.2,,31.5,,61.7,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1966-04,1966,4,9.3,,-0.3,,4.5,,19.4,,-7.2,,25.4,,1.5,,26.9,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1966-05,1966,5,15.9,,5.3,,10.6,,28.9,S,-5.6,,59.9,,14.7,,74.7,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1966-06,1966,6,23.2,,12.3,,17.8,,30,,2.2,S,97.8,,0,,97.8,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1966-07,1966,7,25.4,,13.9,,19.7,,32.2,,7.8,S,80.8,,0,,80.8,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1966-08,1966,8,23.7,,13.9,,18.8,,30,,8.9,S,200.4,,0,,200.4,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1966-09,1966,9,18,,7.4,,12.7,,26.7,,-0.6,,91.4,,0,,91.4,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1966-10,1966,10,12.8,,3.4,,8.1,,21.7,,-6.7,,45.5,,0,T,45.5,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1966-11,1966,11,8.2,,0.5,,4.4,,18.9,S,-9.4,,44.7,,26.2,,70.9,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1966-12,1966,12,-1.7,,-8.6,,-5.2,,13.3,,-17.2,S,28.2,E,71.4,,99.6,E,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1967-01,1967,1,-1.4,,-8.8,,-5.1,,6.1,,-28.3,,2.3,,41.9,,44.2,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1967-02,1967,2,-5.9,,-18.1,,-12,,5.6,,-31.7,,0,,42.9,,42.9,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1967-03,1967,3,0.3,,-9.9,,-4.8,,13.9,,-23.9,,0.5,,4.6,,5.1,,,M,,,,
-71.9,45.4,SHERBROOKE,7028120,1967-04,1967,4,8.9,,-0.8,,4.1,,21.7,,-9.4,S,52.8,,39.9,,92.7,,0,,,,,
-71.9,45.4,SHERBROOKE,7028120,1967-05,1967,5,13.5,,3.4,,8.5,,23.9,S,-1.1,,74.7,,18.3,,93,,0,,,,,
